gps_coords,timestamp_ms,anchor,protocol,rssi,snr,seq
"12.842910,80.153134",7382954,A5,LORA,-103,4.25,23885
"12.842910,80.153134",7383056,A3,LORA,-105,2.50,22950
"12.842910,80.153134",7383161,A1,LORA,-109,-4.75,24678
"12.842910,80.153134",7383454,A5,LORA,-102,4.50,23886
"12.842910,80.153134",7383556,A3,LORA,-103,-5.25,22951
"12.842910,80.153134",7383954,A5,LORA,-98,8.00,23887
"12.842910,80.153134",7384058,A3,LORA,-100,7.00,22952
"12.842910,80.153134",7384117,A1,WIFI,-90,0,6
"12.842910,80.153134",7384163,A1,LORA,-116,-9.50,24680
"12.842910,80.153134",7384456,A5,LORA,-98,5.25,23888
"12.842910,80.153134",7384557,A3,LORA,-98,9.00,22953
"12.842910,80.153134",7384662,A1,LORA,-110,-4.50,24681
"12.842910,80.153134",7384845,A1,BLE,-84,0,61703
"12.842910,80.153134",7384955,A5,LORA,-102,1.75,23889
"12.842910,80.153134",7385057,A3,LORA,-97,6.25,22954
"12.842910,80.153134",7385162,A1,LORA,-107,-3.25,24682
"12.842910,80.153134",7385455,A5,LORA,-101,5.75,23890
"12.842910,80.153134",7385557,A3,LORA,-98,8.25,22955
"12.842910,80.153134",7385662,A1,LORA,-114,-9.25,24683
"12.842910,80.153134",7385955,A5,LORA,-96,8.75,23891
"12.842910,80.153134",7386059,A3,LORA,-101,4.75,22956
"12.842910,80.153134",7386085,A1,BLE,-86,0,61710
"12.842910,80.153134",7386164,A1,LORA,-112,-5.75,24684
"12.842910,80.153134",7386457,A5,LORA,-98,7.75,23892
"12.842910,80.153134",7386558,A3,LORA,-99,7.25,22957
"12.842910,80.153134",7386663,A1,LORA,-112,-4.25,24685
"12.842910,80.153134",7386956,A5,LORA,-99,7.25,23893
"12.842910,80.153134",7387058,A3,LORA,-96,9.75,22958
"12.842910,80.153134",7387163,A1,LORA,-110,-2.00,24686
"12.842910,80.153134",7387456,A5,LORA,-102,5.50,23894
"12.842910,80.153134",7387533,A1,BLE,-93,0,61717
"12.842910,80.153134",7387558,A3,LORA,-97,9.00,22959
"12.842910,80.153134",7387663,A1,LORA,-110,-2.25,24687
"12.842910,80.153134",7387956,A5,LORA,-102,4.75,23895
"12.842910,80.153134",7388060,A3,LORA,-98,9.00,22960
"12.842910,80.153134",7388165,A1,LORA,-110,-2.25,24688
"12.842910,80.153134",7388458,A5,LORA,-101,6.25,23896
"12.842910,80.153134",7388559,A3,LORA,-99,7.00,22961
"12.842910,80.153134",7388664,A1,LORA,-109,-2.50,24689
"12.842910,80.153134",7388958,A5,LORA,-103,5.00,23897
"12.842910,80.153134",7389059,A3,LORA,-100,8.00,22962
"12.842910,80.153134",7389164,A1,LORA,-109,0.50,24690
"12.842910,80.153134",7389457,A5,LORA,-114,-4.25,23898
"12.842910,80.153134",7389559,A3,LORA,-99,8.75,22963
"12.842910,80.153134",7389664,A1,LORA,-108,1.25,24691
"12.842910,80.153134",7389957,A5,LORA,-107,2.50,23899
"12.842910,80.153134",7390061,A3,LORA,-101,6.75,22964
"12.842910,80.153134",7390166,A1,LORA,-111,-2.75,24692
"12.842910,80.153134",7390459,A5,LORA,-106,3.50,23900
"12.842928,80.153203",7400846,A1,BLE,-89,0,61783
"12.842928,80.153203",7400963,A5,LORA,-109,1.25,23921
"12.842928,80.153203",7401065,A3,LORA,-110,-0.25,22986
"12.842928,80.153203",7401170,A1,LORA,-114,-5.25,24714
"12.842928,80.153203",7401463,A5,LORA,-104,4.00,23922
"12.842928,80.153203",7401565,A3,LORA,-108,0.75,22987
"12.842928,80.153203",7401670,A1,LORA,-113,-5.75,24715
"12.842928,80.153203",7401963,A5,LORA,-111,-0.75,23923
"12.842928,80.153203",7401972,A1,WIFI,-87,0,6
"12.842928,80.153203",7402067,A3,LORA,-109,1.25,22988
"12.842928,80.153203",7402076,A1,BLE,-86,0,61789
"12.842928,80.153203",7402172,A1,LORA,-111,-1.75,24716
"12.842928,80.153203",7402465,A5,LORA,-114,-4.00,23924
"12.842928,80.153203",7402566,A3,LORA,-101,7.25,22989
"12.842928,80.153203",7402671,A1,LORA,-111,-1.25,24717
"12.842928,80.153203",7402964,A5,LORA,-112,-1.50,23925
"12.842928,80.153203",7403066,A3,LORA,-112,-1.75,22990
"12.842928,80.153203",7403171,A1,LORA,-113,-2.50,24718
"12.842928,80.153203",7403464,A5,LORA,-114,-3.25,23926
"12.842928,80.153203",7403566,A3,LORA,-110,-0.50,22991
"12.842928,80.153203",7403671,A1,LORA,-114,-3.25,24719
"12.842928,80.153203",7403964,A5,LORA,-108,3.00,23927
"12.842928,80.153203",7404068,A3,LORA,-107,3.75,22992
"12.842928,80.153203",7404173,A1,LORA,-114,-3.75,24720
"12.842928,80.153203",7404331,A1,BLE,-87,0,61801
"12.842928,80.153203",7404466,A5,LORA,-108,2.00,23928
"12.842928,80.153203",7404567,A3,LORA,-108,2.25,22993
"12.842928,80.153203",7404672,A1,LORA,-117,-7.25,24721
"12.842928,80.153203",7404965,A5,LORA,-108,3.00,23929
"12.842928,80.153203",7405067,A3,LORA,-114,-3.50,22994
"12.842928,80.153203",7405465,A5,LORA,-112,-1.75,23930
"12.842928,80.153203",7405567,A3,LORA,-117,-7.25,22995
"12.842928,80.153203",7405672,A1,LORA,-119,-9.75,24723
"12.842928,80.153203",7405965,A5,LORA,-113,-3.50,23931
"12.842928,80.153203",7406069,A3,LORA,-107,2.50,22996
"12.842928,80.153203",7406568,A3,LORA,-113,-2.75,22997
"12.842928,80.153203",7406673,A1,LORA,-114,-4.25,24725
"12.842928,80.153203",7406966,A5,LORA,-106,4.25,23933
"12.842928,80.153203",7407069,A3,LORA,-113,-2.25,22998
"12.842928,80.153203",7407173,A1,LORA,-113,-2.75,24726
"12.842928,80.153203",7407466,A5,LORA,-112,-1.25,23934
"12.842928,80.153203",7407568,A3,LORA,-108,2.75,22999
"12.842928,80.153203",7407673,A1,LORA,-118,-7.50,24727
"12.842928,80.153203",7407966,A5,LORA,-120,-9.50,23935
"12.842928,80.153203",7408070,A3,LORA,-109,2.00,23000
"12.842928,80.153203",7408175,A1,LORA,-119,-8.75,24728
"12.842928,80.153203",7408468,A5,LORA,-111,-0.75,23936
"12.842928,80.153203",7408569,A3,LORA,-112,-2.25,23001
"12.842928,80.153203",7408674,A1,LORA,-115,-4.75,24729
"12.842928,80.153203",7408967,A5,LORA,-107,3.00,23937
"12.842928,80.153203",7409069,A3,LORA,-109,0.50,23002
"12.842928,80.153203",7409174,A1,LORA,-111,-1.25,24730
"12.842928,80.153203",7409467,A5,LORA,-103,6.25,23938
"12.842928,80.153203",7409569,A3,LORA,-112,-2.00,23003
"12.842928,80.153203",7409674,A1,LORA,-111,-1.00,24731
"12.842928,80.153203",7409969,A5,LORA,-103,6.25,23939
"12.842928,80.153203",7410071,A3,LORA,-111,-0.50,23004
"12.842928,80.153203",7410176,A1,LORA,-108,2.50,24732
"12.842928,80.153203",7410289,A1,BLE,-89,0,61831
"12.842928,80.153203",7410469,A5,LORA,-100,8.75,23940
"12.842928,80.153203",7410570,A3,LORA,-110,0.50,23005
"12.842928,80.153203",7410675,A1,LORA,-108,2.25,24733
"12.842928,80.153203",7410968,A5,LORA,-99,9.00,23941
"12.842928,80.153203",7411070,A3,LORA,-113,-2.50,23006
"12.842928,80.153203",7411175,A1,LORA,-108,2.50,24734
"12.842928,80.153203",7411468,A5,LORA,-100,8.75,23942
"12.842928,80.153203",7411570,A3,LORA,-112,-1.25,23007
"12.842928,80.153203",7411675,A1,LORA,-106,3.50,24735
"12.842928,80.153203",7411968,A5,LORA,-102,6.25,23943
"12.842928,80.153203",7412072,A3,LORA,-104,5.50,23008
"12.842928,80.153203",7412177,A1,LORA,-108,2.00,24736
"12.842928,80.153203",7412470,A5,LORA,-107,2.00,23944
"12.842928,80.153203",7412571,A3,LORA,-105,5.00,23009
"12.842928,80.153203",7412676,A1,LORA,-108,2.00,24737
"12.842928,80.153203",7412969,A5,LORA,-98,9.25,23945
"12.842928,80.153203",7413071,A3,LORA,-107,3.00,23010
"12.842928,80.153203",7413176,A1,LORA,-110,0.00,24738
"12.842928,80.153203",7413469,A5,LORA,-99,7.75,23946
"12.842928,80.153203",7413571,A3,LORA,-110,-1.00,23011
"12.842928,80.153203",7413676,A1,LORA,-111,-1.00,24739
"12.842928,80.153203",7413969,A5,LORA,-101,6.75,23947
"12.842928,80.153203",7414073,A3,LORA,-109,0.00,23012
"12.842928,80.153203",7414178,A1,LORA,-110,-0.75,24740
"12.842928,80.153203",7414471,A5,LORA,-105,4.25,23948
"12.842928,80.153203",7414572,A3,LORA,-107,2.25,23013
"12.842928,80.153203",7414677,A1,LORA,-110,-0.75,24741
"12.842928,80.153203",7414960,A1,WIFI,-89,0,6
"12.842928,80.153203",7414970,A5,LORA,-111,-1.25,23949
"12.842928,80.153203",7414985,A1,BLE,-94,0,61854
"12.842928,80.153203",7415072,A3,LORA,-107,3.50,23014
"12.842928,80.153203",7415178,A1,LORA,-110,0.25,24742
"12.842928,80.153203",7415470,A5,LORA,-110,-0.25,23950
"12.842928,80.153203",7415572,A3,LORA,-112,-1.75,23015
"12.842928,80.153203",7415677,A1,LORA,-110,-0.50,24743
"12.842954,80.153273",7426184,A1,LORA,-100,7.50,24764
"12.842954,80.153273",7426331,A1,WIFI,-81,0,6
"12.842954,80.153273",7426477,A5,LORA,-99,8.25,23972
"12.842954,80.153273",7426578,A3,LORA,-108,1.50,23037
"12.842954,80.153273",7426683,A1,LORA,-102,5.75,24765
"12.842954,80.153273",7426840,A1,BLE,-90,0,61913
"12.842954,80.153273",7426976,A5,LORA,-96,9.25,23973
"12.842954,80.153273",7427183,A1,LORA,-104,4.00,24766
"12.842954,80.153273",7427476,A5,LORA,-104,4.50,23974
"12.842954,80.153273",7427578,A3,LORA,-108,1.25,23039
"12.842954,80.153273",7427683,A1,LORA,-104,4.75,24767
"12.842954,80.153273",7427954,A1,WIFI,-84,0,6
"12.842954,80.153273",7427976,A5,LORA,-113,-5.25,23975
"12.842954,80.153273",7428062,A1,BLE,-86,0,61919
"12.842954,80.153273",7428080,A3,LORA,-113,-5.50,23040
"12.842954,80.153273",7428185,A1,LORA,-101,6.25,24768
"12.842954,80.153273",7428478,A5,LORA,-114,-6.00,23976
"12.842954,80.153273",7428579,A3,LORA,-113,-5.25,23041
"12.842954,80.153273",7428684,A1,LORA,-106,1.50,24769
"12.842954,80.153273",7428977,A5,LORA,-111,-2.50,23977
"12.842954,80.153273",7429079,A3,LORA,-116,-7.75,23042
"12.842954,80.153273",7429184,A1,LORA,-106,1.75,24770
"12.842954,80.153273",7429477,A5,LORA,-104,3.75,23978
"12.842954,80.153273",7429579,A3,LORA,-117,-9.25,23043
"12.842954,80.153273",7429977,A5,LORA,-102,6.00,23979
"12.842954,80.153273",7430081,A3,LORA,-116,-7.00,23044
"12.842954,80.153273",7430186,A1,LORA,-111,-2.50,24772
"12.842954,80.153273",7430307,A1,BLE,-84,0,61931
"12.842954,80.153273",7430479,A5,LORA,-106,2.75,23980
"12.842954,80.153273",7430580,A3,LORA,-112,-2.25,23045
"12.842954,80.153273",7430685,A1,LORA,-112,-2.75,24773
"12.842954,80.153273",7430978,A5,LORA,-116,-6.75,23981
"12.842954,80.153273",7431080,A3,LORA,-119,-9.50,23046
"12.842954,80.153273",7431185,A1,LORA,-107,1.75,24774
"12.842954,80.153273",7431210,A1,WIFI,-80,0,6
"12.842954,80.153273",7431331,A1,BLE,-89,0,61936
"12.842954,80.153273",7431478,A5,LORA,-104,4.75,23982
"12.842954,80.153273",7431580,A3,LORA,-119,-10.00,23047
"12.842954,80.153273",7431685,A1,LORA,-113,-3.75,24775
"12.842954,80.153273",7431978,A5,LORA,-109,0.50,23983
"12.842954,80.153273",7432082,A3,LORA,-115,-6.00,23048
"12.842954,80.153273",7432187,A1,LORA,-105,3.50,24776
"12.842954,80.153273",7432480,A5,LORA,-110,-1.50,23984
"12.842954,80.153273",7432686,A1,LORA,-113,-3.50,24777
"12.842954,80.153273",7432834,A1,WIFI,-89,0,6
"12.842954,80.153273",7432979,A5,LORA,-103,5.50,23985
"12.842954,80.153273",7433081,A3,LORA,-116,-6.50,23050
"12.842954,80.153273",7433186,A1,LORA,-111,-1.75,24778
"12.842954,80.153273",7433479,A5,LORA,-105,4.25,23986
"12.842954,80.153273",7433580,A1,BLE,-87,0,61947
"12.842954,80.153273",7433581,A3,LORA,-109,0.00,23051
"12.842954,80.153273",7433686,A1,LORA,-103,5.00,24779
"12.842954,80.153273",7433979,A5,LORA,-109,0.25,23987
"12.842954,80.153273",7434083,A3,LORA,-111,-1.50,23052
"12.842954,80.153273",7434188,A1,LORA,-103,5.25,24780
"12.842954,80.153273",7434458,A1,WIFI,-79,0,6
"12.842954,80.153273",7434481,A5,LORA,-102,5.50,23988
"12.842954,80.153273",7434582,A3,LORA,-108,0.50,23053
"12.842954,80.153273",7434687,A1,LORA,-102,6.25,24781
"12.842954,80.153273",7434980,A5,LORA,-101,7.50,23989
"12.842954,80.153273",7435082,A3,LORA,-106,3.00,23054
"12.842954,80.153273",7435187,A1,LORA,-104,4.75,24782
"12.842954,80.153273",7435480,A5,LORA,-101,7.25,23990
"12.842954,80.153273",7435582,A3,LORA,-106,2.75,23055
"12.842954,80.153273",7435687,A1,LORA,-103,5.75,24783
"12.842954,80.153273",7435834,A1,BLE,-87,0,61958
"12.842954,80.153273",7435980,A5,LORA,-104,4.50,23991
"12.842954,80.153273",7436082,A1,WIFI,-88,0,6
"12.842954,80.153273",7436084,A3,LORA,-104,5.00,23056
"12.842954,80.153273",7436189,A1,LORA,-101,6.50,24784
"12.842954,80.153273",7436482,A5,LORA,-100,7.25,23992
"12.842954,80.153273",7436583,A3,LORA,-104,4.50,23057
"12.842954,80.153273",7436688,A1,LORA,-101,6.50,24785
"12.842954,80.153273",7436981,A5,LORA,-98,9.25,23993
"12.842954,80.153273",7437062,A1,BLE,-88,0,61964
"12.842954,80.153273",7437083,A3,LORA,-110,-0.75,23058
"12.842954,80.153273",7437188,A1,LORA,-103,5.00,24786
"12.842954,80.153273",7437481,A5,LORA,-102,5.25,23994
"12.842954,80.153273",7437583,A3,LORA,-119,-10.50,23059
"12.842954,80.153273",7437688,A1,LORA,-107,1.75,24787
"12.842954,80.153273",7437981,A5,LORA,-109,0.00,23995
"12.842954,80.153273",7438085,A3,LORA,-118,-9.25,23060
"12.842954,80.153273",7438190,A1,LORA,-102,6.50,24788
"12.842954,80.153273",7438483,A5,LORA,-109,0.25,23996
"12.842954,80.153273",7438584,A3,LORA,-117,-8.25,23061
"12.842954,80.153273",7438689,A1,LORA,-104,5.00,24789
"12.842954,80.153273",7438699,A1,BLE,-81,0,61973
"12.842954,80.153273",7438982,A5,LORA,-104,5.25,23997
"12.842954,80.153273",7439084,A3,LORA,-117,-7.75,23062
"12.842954,80.153273",7439189,A1,LORA,-102,6.00,24790
"12.842954,80.153273",7439336,A1,WIFI,-85,0,6
"12.842954,80.153273",7439482,A5,LORA,-104,4.75,23998
"12.842954,80.153273",7439527,A1,BLE,-83,0,61977
"12.842954,80.153273",7439584,A3,LORA,-109,0.00,23063
"12.842954,80.153273",7439689,A1,LORA,-103,5.25,24791
"12.842954,80.153273",7439982,A5,LORA,-97,9.50,23999
"12.842954,80.153273",7440086,A3,LORA,-110,-1.75,23064
"12.842954,80.153273",7440191,A1,LORA,-104,4.00,24792
"12.842954,80.153273",7440484,A5,LORA,-102,6.25,24000
"12.842954,80.153273",7440585,A3,LORA,-113,-4.00,23065
"12.842954,80.153273",7440690,A1,LORA,-103,5.50,24793
"12.842954,80.153273",7440960,A1,WIFI,-85,0,6
"12.842954,80.153273",7440983,A5,LORA,-116,-6.25,24001
"12.842954,80.153273",7441086,A3,LORA,-108,2.25,23066
"12.843017,80.153250",7466969,A1,BLE,-93,0,62114
"12.843017,80.153250",7466996,A5,LORA,-107,2.75,24053
"12.843017,80.153250",7467098,A3,LORA,-110,-1.00,23118
"12.843017,80.153250",7467210,A16719,BLE,-89,0,59121
"12.843017,80.153250",7467496,A5,LORA,-109,-1.75,24054
"12.843017,80.153250",7467598,A3,LORA,-111,-3.50,23119
"12.843017,80.153250",7467703,A1,LORA,-116,-9.25,24847
"12.843017,80.153250",7467996,A5,LORA,-116,-9.75,24055
"12.843017,80.153250",7468100,A3,LORA,-117,-11.00,23120
"12.843017,80.153250",7468394,A17436,BLE,-92,0,10431
"12.843017,80.153250",7468498,A5,LORA,-110,-3.25,24056
"12.843017,80.153250",7468599,A3,LORA,-109,-2.75,23121
"12.843017,80.153250",7468997,A5,LORA,-105,1.75,24057
"12.843017,80.153250",7469099,A3,LORA,-114,-7.75,23122
"12.843017,80.153250",7469204,A1,LORA,-118,-12.50,24850
"12.843017,80.153250",7469497,A5,LORA,-106,-1.25,24058
"12.843017,80.153250",7469997,A5,LORA,-104,2.25,24059
"12.843017,80.153250",7470101,A3,LORA,-110,-3.50,23124
"12.843017,80.153250",7470193,A1,WIFI,-90,0,6
"12.843017,80.153250",7470206,A1,LORA,-112,-6.00,24852
"12.843017,80.153250",7470442,A1,BLE,-90,0,62131
"12.843017,80.153250",7470499,A5,LORA,-104,2.00,24060
"12.843017,80.153250",7470600,A3,LORA,-115,-8.50,23125
"12.843017,80.153250",7470705,A1,LORA,-110,-3.00,24853
"12.843017,80.153250",7470998,A5,LORA,-102,4.50,24061
"12.843017,80.153250",7471100,A3,LORA,-103,3.50,23126
"12.843017,80.153250",7471153,A17436,BLE,-95,0,10431
"12.843017,80.153250",7471205,A1,LORA,-108,-1.00,24854
"12.843017,80.153250",7471498,A5,LORA,-104,2.75,24062
"12.843017,80.153250",7471600,A3,LORA,-108,-1.25,23127
"12.843017,80.153250",7471705,A1,LORA,-109,-2.50,24855
"12.843017,80.153250",7471816,A1,WIFI,-89,0,6
"12.843017,80.153250",7471998,A5,LORA,-109,-2.00,24063
"12.843017,80.153250",7472102,A3,LORA,-114,-7.25,23128
"12.843017,80.153250",7472207,A1,LORA,-104,2.50,24856
"12.843017,80.153250",7472500,A5,LORA,-107,-0.50,24064
"12.843017,80.153250",7472601,A3,LORA,-111,-4.00,23129
"12.843017,80.153250",7472706,A1,LORA,-105,1.25,24857
"12.843017,80.153250",7472999,A5,LORA,-104,2.00,24065
"12.843017,80.153250",7473013,A16719,BLE,-93,0,59121
"12.843017,80.153250",7473101,A3,LORA,-105,1.75,23130
"12.843017,80.153250",7473206,A1,LORA,-109,-2.00,24858
"12.843017,80.153250",7473440,A1,WIFI,-90,0,6
"12.843017,80.153250",7473499,A5,LORA,-104,2.75,24066
"12.843017,80.153250",7473601,A3,LORA,-113,-7.00,23131
"12.843017,80.153250",7473706,A1,LORA,-107,-1.00,24859
"12.843017,80.153250",7473717,A1,BLE,-85,0,62147
"12.843017,80.153250",7473999,A5,LORA,-102,4.50,24067
"12.843017,80.153250",7474103,A3,LORA,-103,3.25,23132
"12.843017,80.153250",7474208,A1,LORA,-112,-5.25,24860
"12.843017,80.153250",7474501,A5,LORA,-106,0.25,24068
"12.843017,80.153250",7474602,A3,LORA,-110,-2.75,23133
"12.843017,80.153250",7474707,A1,LORA,-112,-4.50,24861
"12.843017,80.153250",7475000,A5,LORA,-109,-3.00,24069
"12.843017,80.153250",7475102,A3,LORA,-111,-4.25,23134
"12.843017,80.153250",7475207,A1,LORA,-116,-9.75,24862
"12.843017,80.153250",7475500,A5,LORA,-113,-6.75,24070
"12.843017,80.153250",7475602,A3,LORA,-109,-2.00,23135
"12.843017,80.153250",7475707,A1,LORA,-116,-9.75,24863
"12.843017,80.153250",7476000,A5,LORA,-109,-2.50,24071
"12.843017,80.153250",7476104,A3,LORA,-107,-0.50,23136
"12.843017,80.153250",7476209,A1,LORA,-115,-8.75,24864
"12.843017,80.153250",7476502,A5,LORA,-107,-0.50,24072
"12.843017,80.153250",7476603,A3,LORA,-105,1.25,23137
"12.843017,80.153250",7476708,A1,LORA,-117,-10.50,24865
"12.843017,80.153250",7476955,A16719,BLE,-96,0,59121
"12.843017,80.153250",7477001,A5,LORA,-110,-3.50,24073
"12.843017,80.153250",7477103,A3,LORA,-105,1.25,23138
"12.843017,80.153250",7477208,A1,LORA,-118,-12.25,24866
"12.843017,80.153250",7477501,A5,LORA,-112,-5.25,24074
"12.843017,80.153250",7477603,A3,LORA,-116,-10.00,23139
"12.843017,80.153250",7478001,A5,LORA,-107,-0.75,24075
"12.843017,80.153250",7478105,A3,LORA,-110,-3.50,23140
"12.843017,80.153250",7478210,A1,LORA,-118,-11.50,24868
"12.843017,80.153250",7478503,A5,LORA,-114,-8.00,24076
"12.843017,80.153250",7478604,A3,LORA,-115,-8.75,23141
"12.843017,80.153250",7479002,A5,LORA,-105,1.50,24077
"12.843017,80.153250",7479104,A3,LORA,-107,-0.75,23142
"12.843017,80.153250",7479502,A5,LORA,-111,-4.00,24078
"12.843017,80.153250",7479519,A17436,BLE,-89,0,10431
"12.843017,80.153250",7479604,A3,LORA,-105,0.75,23143
"12.843017,80.153250",7479708,A1,LORA,-116,-9.50,24871
"12.843017,80.153250",7480002,A5,LORA,-116,-9.25,24079
"12.843017,80.153250",7480106,A3,LORA,-105,2.00,23144
"12.843017,80.153250",7480211,A1,LORA,-118,-11.75,24872
"12.843017,80.153250",7480504,A5,LORA,-109,-2.00,24080
"12.843017,80.153250",7480709,A1,LORA,-116,-9.50,24873
"12.843017,80.153250",7480901,A1,BLE,-92,0,62183
"12.843017,80.153250",7481105,A3,LORA,-112,-5.25,23146
"12.843017,80.153250",7481210,A1,LORA,-118,-12.25,24874
"12.843017,80.153250",7481503,A5,LORA,-114,-7.00,24082
"12.843017,80.153250",7481710,A1,LORA,-115,-8.50,24875
"12.843002,80.153204",7494218,A1,LORA,-118,-10.75,24900
"12.843002,80.153204",7494511,A5,LORA,-111,-3.75,24108
"12.843002,80.153204",7494612,A3,LORA,-109,-2.75,23173
"12.843002,80.153204",7495010,A5,LORA,-108,-1.25,24109
"12.843002,80.153204",7495112,A3,LORA,-110,-3.25,23174
"12.843002,80.153204",7495217,A1,LORA,-117,-9.75,24902
"12.843002,80.153204",7495510,A5,LORA,-113,-6.25,24110
"12.843002,80.153204",7495612,A3,LORA,-115,-8.75,23175
"12.843002,80.153204",7496010,A5,LORA,-103,3.25,24111
"12.843002,80.153204",7496114,A3,LORA,-118,-10.75,23176
"12.843002,80.153204",7496219,A1,LORA,-116,-9.25,24904
"12.843002,80.153204",7496512,A5,LORA,-100,6.50,24112
"12.843002,80.153204",7496613,A3,LORA,-120,-12.50,23177
"12.843002,80.153204",7496718,A1,LORA,-106,1.25,24905
"12.843002,80.153204",7497011,A5,LORA,-100,5.75,24113
"12.843002,80.153204",7497113,A3,LORA,-108,-1.00,23178
"12.843002,80.153204",7497218,A1,LORA,-104,3.00,24906
"12.843002,80.153204",7497479,A1,BLE,-83,0,62262
"12.843002,80.153204",7497511,A5,LORA,-101,5.50,24114
"12.843002,80.153204",7497613,A3,LORA,-110,-3.00,23179
"12.843002,80.153204",7497718,A1,LORA,-103,4.00,24907
"12.843002,80.153204",7497790,A1,WIFI,-83,0,6
"12.843002,80.153204",7498011,A5,LORA,-104,3.25,24115
"12.843002,80.153204",7498220,A1,LORA,-104,2.50,24908
"12.843002,80.153204",7498513,A5,LORA,-100,6.50,24116
"12.843002,80.153204",7498614,A3,LORA,-107,-0.25,23181
"12.843002,80.153204",7498718,A1,LORA,-106,1.00,24909
"12.843002,80.153204",7499012,A5,LORA,-100,6.75,24117
"12.843002,80.153204",7499114,A3,LORA,-111,-4.50,23182
"12.843002,80.153204",7499219,A1,LORA,-106,1.25,24910
"12.843002,80.153204",7499414,A1,WIFI,-90,0,6
"12.843002,80.153204",7499512,A5,LORA,-102,4.50,24118
"12.843002,80.153204",7499719,A1,LORA,-105,2.00,24911
"12.843002,80.153204",7500012,A5,LORA,-103,4.00,24119
"12.843002,80.153204",7500116,A3,LORA,-112,-4.50,23184
"12.843002,80.153204",7500221,A1,LORA,-105,2.50,24912
"12.843002,80.153204",7500514,A5,LORA,-104,3.00,24120
"12.843002,80.153204",7500550,A1,BLE,-90,0,62278
"12.843002,80.153204",7500615,A3,LORA,-112,-5.00,23185
"12.843002,80.153204",7500719,A1,LORA,-104,2.50,24913
"12.843002,80.153204",7501013,A5,LORA,-104,3.50,24121
"12.843002,80.153204",7501038,A1,WIFI,-83,0,6
"12.843002,80.153204",7501115,A3,LORA,-108,-0.50,23186
"12.843002,80.153204",7501220,A1,LORA,-106,1.50,24914
"12.843002,80.153204",7501373,A1,BLE,-85,0,62286
"12.843002,80.153204",7501513,A5,LORA,-103,4.25,24122
"12.843002,80.153204",7501615,A3,LORA,-111,-3.50,23187
"12.843002,80.153204",7501720,A1,LORA,-107,-0.25,24915
"12.843002,80.153204",7502013,A5,LORA,-103,4.25,24123
"12.843002,80.153204",7502117,A3,LORA,-111,-3.00,23188
"12.843002,80.153204",7502222,A1,LORA,-110,-3.25,24916
"12.843002,80.153204",7502515,A5,LORA,-105,2.25,24124
"12.843002,80.153204",7502616,A3,LORA,-108,0.50,23189
"12.843002,80.153204",7502662,A1,WIFI,-85,0,6
"12.843002,80.153204",7502721,A1,LORA,-110,-2.75,24917
"12.843002,80.153204",7503014,A5,LORA,-102,4.75,24125
"12.843002,80.153204",7503116,A3,LORA,-107,0.25,23190
"12.843002,80.153204",7503221,A1,LORA,-111,-4.00,24918
"12.843002,80.153204",7503231,A1,BLE,-89,0,62295
"12.843002,80.153204",7503514,A5,LORA,-105,2.25,24126
"12.843002,80.153204",7503616,A3,LORA,-108,-0.50,23191
"12.843002,80.153204",7503720,A1,LORA,-112,-5.25,24919
"12.843002,80.153204",7504014,A5,LORA,-113,-6.00,24127
"12.843002,80.153204",7504118,A3,LORA,-108,-0.75,23192
"12.843002,80.153204",7504223,A1,LORA,-113,-4.75,24920
"12.843002,80.153204",7504516,A5,LORA,-119,-11.25,24128
"12.843002,80.153204",7504721,A1,LORA,-112,-4.25,24921
"12.843002,80.153204",7505015,A5,LORA,-110,-2.25,24129
"12.843002,80.153204",7505117,A3,LORA,-107,1.00,23194
"12.843002,80.153204",7505222,A1,LORA,-112,-4.50,24922
"12.843002,80.153204",7505515,A5,LORA,-117,-9.00,24130
"12.843002,80.153204",7505617,A3,LORA,-107,1.00,23195
"12.843002,80.153204",7505721,A1,LORA,-116,-8.00,24923
"12.843002,80.153204",7506086,A1,BLE,-90,0,62309
"12.843002,80.153204",7506119,A3,LORA,-115,-7.50,23196
"12.843002,80.153204",7506517,A5,LORA,-102,5.00,24132
"12.843002,80.153204",7507016,A5,LORA,-105,3.00,24133
"12.843002,80.153204",7507223,A1,LORA,-120,-11.75,24926
"12.843002,80.153204",7507516,A5,LORA,-109,-1.25,24134
"12.843002,80.153204",7507532,A1,WIFI,-91,0,6
"12.843002,80.153204",7508120,A3,LORA,-111,-3.50,23200
"12.843002,80.153204",7508225,A1,LORA,-116,-9.25,24928
"12.843002,80.153204",7508518,A5,LORA,-113,-5.75,24136
"12.843002,80.153204",7508619,A3,LORA,-111,-4.00,23201
"12.843002,80.153204",7508723,A1,LORA,-117,-9.25,24929
"12.843002,80.153204",7509017,A5,LORA,-107,0.75,24137
"12.843002,80.153204",7509119,A3,LORA,-113,-4.50,23202
"12.842984,80.153129",7520126,A3,LORA,-107,-1.25,23224
"12.842984,80.153129",7520231,A1,LORA,-113,-7.50,24952
"12.842984,80.153129",7520625,A3,LORA,-107,-2.00,23225
"12.842984,80.153129",7521023,A5,LORA,-111,-3.75,24161
"12.842984,80.153129",7521125,A3,LORA,-113,-7.25,23226
"12.842984,80.153129",7521523,A5,LORA,-116,-9.25,24162
"12.842984,80.153129",7522023,A5,LORA,-112,-5.00,24163
