gps_coords,timestamp_ms,anchor,protocol,rssi,snr,seq
"12.843200,80.153783",689027,A4,BLE,-91,0,9701
"12.843200,80.153783",689103,A3,LORA,-111,-4.50,4594
"12.843200,80.153783",689195,A1,LORA,-97,7.75,6322
"12.843200,80.153783",689477,A5,LORA,-101,5.25,5530
"12.843236,80.153738",699700,A1,LORA,-97,8.25,6343
"12.843236,80.153738",699982,A5,LORA,-108,-3.75,5551
"12.843236,80.153738",700110,A3,LORA,-111,-8.00,4616
"12.843236,80.153738",700202,A1,LORA,-97,3.00,6344
"12.843236,80.153738",700485,A5,LORA,-101,2.75,5552
"12.843236,80.153738",700609,A3,LORA,-101,2.25,4617
"12.843236,80.153738",700701,A1,LORA,-108,-4.25,6345
"12.843236,80.153738",700983,A5,LORA,-100,4.50,5553
"12.843236,80.153738",701109,A3,LORA,-105,-0.75,4618
"12.843236,80.153738",701201,A1,LORA,-104,0.00,6346
"12.843236,80.153738",701483,A5,LORA,-108,-4.00,5554
"12.843236,80.153738",701609,A3,LORA,-98,5.75,4619
"12.843236,80.153738",701701,A1,LORA,-102,2.00,6347
"12.843236,80.153738",701966,A4,BLE,-92,0,9765
"12.843236,80.153738",701983,A5,LORA,-103,1.00,5555
"12.843236,80.153738",702111,A3,LORA,-100,4.00,4620
"12.843236,80.153738",702203,A1,LORA,-101,3.25,6348
"12.843236,80.153738",702485,A5,LORA,-99,4.75,5556
"12.843236,80.153738",702610,A3,LORA,-101,3.75,4621
"12.843236,80.153738",702702,A1,LORA,-102,2.00,6349
"12.843236,80.153738",702984,A5,LORA,-102,2.00,5557
"12.843236,80.153738",703111,A3,LORA,-99,5.50,4622
"12.843236,80.153738",703203,A1,LORA,-98,6.25,6350
"12.843236,80.153738",703359,A1,BLE,-89,0,15876
"12.843236,80.153738",703484,A5,LORA,-104,0.25,5558
"12.843236,80.153738",703610,A3,LORA,-99,5.00,4623
"12.843236,80.153738",703702,A1,LORA,-107,-2.75,6351
"12.843236,80.153738",704112,A3,LORA,-103,2.00,4624
"12.843236,80.153738",704204,A1,LORA,-109,-3.75,6352
"12.843236,80.153738",704486,A5,LORA,-107,-2.00,5560
"12.843236,80.153738",704611,A3,LORA,-102,3.50,4625
"12.843236,80.153738",704701,A1,WIFI,-86,0,6
"12.843236,80.153738",704703,A1,LORA,-105,0.25,6353
"12.843236,80.153738",704985,A5,LORA,-104,1.75,5561
"12.843236,80.153738",705111,A3,LORA,-111,-5.75,4626
"12.843236,80.153738",705203,A1,LORA,-99,6.00,6354
"12.843236,80.153738",705485,A5,LORA,-109,-3.25,5562
"12.843236,80.153738",705611,A3,LORA,-114,-9.00,4627
"12.843236,80.153738",705703,A1,LORA,-100,5.00,6355
"12.843236,80.153738",705985,A5,LORA,-107,-0.75,5563
"12.843236,80.153738",706113,A3,LORA,-104,1.00,4628
"12.843236,80.153738",706205,A1,LORA,-113,-7.25,6356
"12.843236,80.153738",706325,A1,WIFI,-91,0,6
"12.843236,80.153738",706487,A5,LORA,-101,4.75,5564
"12.843236,80.153738",706612,A3,LORA,-105,1.00,4629
"12.843236,80.153738",706704,A1,LORA,-106,-1.00,6357
"12.843236,80.153738",706986,A5,LORA,-110,-5.50,5565
"12.843236,80.153738",707112,A3,LORA,-113,-8.00,4630
"12.843236,80.153738",707204,A1,LORA,-110,-4.75,6358
"12.843236,80.153738",707486,A5,LORA,-108,-2.75,5566
"12.843236,80.153738",707612,A3,LORA,-113,-7.75,4631
"12.843236,80.153738",707704,A1,LORA,-107,-2.50,6359
"12.843236,80.153738",707986,A5,LORA,-99,5.00,5567
"12.843236,80.153738",708206,A1,LORA,-107,-1.50,6360
"12.843236,80.153738",708298,A1,BLE,-93,0,15900
"12.843236,80.153738",708488,A5,LORA,-108,-3.25,5568
"12.843236,80.153738",708613,A3,LORA,-102,3.25,4633
"12.843236,80.153738",708705,A1,LORA,-100,5.00,6361
"12.843236,80.153738",708987,A5,LORA,-102,3.50,5569
"12.843236,80.153738",709113,A3,LORA,-107,-0.75,4634
"12.843236,80.153738",709205,A1,LORA,-96,8.75,6362
"12.843236,80.153738",709487,A5,LORA,-102,4.00,5570
"12.843236,80.153738",709613,A3,LORA,-106,-1.00,4635
"12.843236,80.153738",709705,A1,LORA,-101,4.75,6363
"12.843236,80.153738",709987,A5,LORA,-107,-1.75,5571
"12.843236,80.153738",710115,A3,LORA,-109,-3.50,4636
"12.843236,80.153738",710207,A1,LORA,-95,9.25,6364
"12.843236,80.153738",710489,A5,LORA,-102,4.25,5572
"12.843236,80.153738",710614,A3,LORA,-108,-1.50,4637
"12.843236,80.153738",710706,A1,LORA,-96,8.00,6365
"12.843236,80.153738",710988,A5,LORA,-99,6.00,5573
"12.843236,80.153738",711114,A3,LORA,-111,-5.25,4638
"12.843236,80.153738",711206,A1,LORA,-104,1.75,6366
"12.843236,80.153738",711488,A5,LORA,-98,7.25,5574
"12.843236,80.153738",711614,A3,LORA,-110,-3.75,4639
"12.843236,80.153738",711706,A1,LORA,-106,0.25,6367
"12.843236,80.153738",711988,A5,LORA,-101,4.50,5575
"12.843236,80.153738",712208,A1,LORA,-102,4.25,6368
"12.843236,80.153738",712490,A5,LORA,-98,7.50,5576
"12.843236,80.153738",712615,A3,LORA,-107,-0.50,4641
"12.843236,80.153738",712707,A1,LORA,-101,3.75,6369
"12.843236,80.153738",712989,A5,LORA,-98,7.00,5577
"12.843236,80.153738",713115,A3,LORA,-110,-4.25,4642
"12.843236,80.153738",713489,A5,LORA,-101,4.75,5578
"12.843236,80.153738",713615,A3,LORA,-105,1.00,4643
"12.843236,80.153738",713707,A1,LORA,-110,-3.75,6371
"12.843236,80.153738",713989,A5,LORA,-102,4.00,5579
"12.843236,80.153738",714117,A3,LORA,-101,5.25,4644
"12.843236,80.153738",714209,A1,LORA,-105,1.25,6372
"12.843236,80.153738",714458,A1,BLE,-92,0,15931
"12.843236,80.153738",714491,A5,LORA,-100,5.75,5580
"12.843236,80.153738",714616,A3,LORA,-98,7.25,4645
"12.843238,80.153767",736502,A5,LORA,-110,-2.25,5624
"12.843238,80.153767",736627,A3,LORA,-109,-1.25,4689
"12.843238,80.153767",736719,A1,LORA,-99,6.25,6417
"12.843238,80.153767",737001,A5,LORA,-109,-1.75,5625
"12.843238,80.153767",737127,A3,LORA,-113,-6.25,4690
"12.843238,80.153767",737219,A1,LORA,-98,7.25,6418
"12.843238,80.153767",737501,A5,LORA,-93,10.75,5626
"12.843238,80.153767",737627,A3,LORA,-102,6.25,4691
"12.843238,80.153767",737719,A1,LORA,-110,-0.75,6419
"12.843238,80.153767",738001,A5,LORA,-94,10.50,5627
"12.843238,80.153767",738129,A3,LORA,-105,3.75,4692
"12.843238,80.153767",738221,A1,LORA,-105,2.75,6420
"12.843238,80.153767",738503,A5,LORA,-92,11.00,5628
"12.843238,80.153767",738628,A3,LORA,-107,2.25,4693
"12.843238,80.153767",738720,A1,LORA,-105,3.00,6421
"12.843238,80.153767",739002,A5,LORA,-104,4.75,5629
"12.843238,80.153767",739128,A3,LORA,-105,3.25,4694
"12.843238,80.153767",739220,A1,LORA,-100,7.00,6422
"12.843238,80.153767",739502,A5,LORA,-106,2.25,5630
"12.843238,80.153767",739628,A3,LORA,-111,-3.00,4695
"12.843238,80.153767",739720,A1,LORA,-103,5.00,6423
"12.843238,80.153767",740002,A5,LORA,-106,1.75,5631
"12.843238,80.153767",740130,A3,LORA,-111,-2.75,4696
"12.843238,80.153767",740222,A1,LORA,-108,0.25,6424
"12.843238,80.153767",740504,A5,LORA,-98,8.00,5632
"12.843238,80.153767",740629,A3,LORA,-104,3.75,4697
"12.843238,80.153767",740721,A1,LORA,-114,-5.50,6425
"12.843238,80.153767",740898,A5,BLE,-90,0,14082
"12.843238,80.153767",741003,A5,LORA,-100,7.50,5633
"12.843238,80.153767",741129,A3,LORA,-106,2.50,4698
"12.843238,80.153767",741221,A1,LORA,-108,-0.50,6426
"12.843238,80.153767",741503,A5,LORA,-110,0.00,5634
"12.843238,80.153767",741629,A3,LORA,-108,1.25,4699
"12.843238,80.153767",741721,A1,LORA,-103,5.00,6427
"12.843238,80.153767",742003,A5,LORA,-105,2.75,5635
"12.843238,80.153767",742131,A3,LORA,-108,1.50,4700
"12.843238,80.153767",742223,A1,LORA,-111,-1.00,6428
"12.843238,80.153767",742505,A5,LORA,-98,8.75,5636
"12.843238,80.153767",742630,A3,LORA,-111,-3.75,4701
"12.843238,80.153767",742722,A1,LORA,-119,-11.25,6429
"12.843238,80.153767",742767,A1,BLE,-90,0,16073
"12.843238,80.153767",743004,A5,LORA,-96,9.25,5637
"12.843238,80.153767",743130,A3,LORA,-109,0.75,4702
"12.843238,80.153767",743222,A1,LORA,-104,4.50,6430
"12.843238,80.153767",743504,A5,LORA,-95,10.50,5638
"12.843238,80.153767",743722,A1,LORA,-98,9.00,6431
"12.843238,80.153767",743988,A3,BLE,-94,0,11759
"12.843238,80.153767",744004,A5,LORA,-90,11.00,5639
"12.843238,80.153767",744132,A3,LORA,-103,4.75,4704
"12.843238,80.153767",744225,A1,LORA,-98,8.25,6432
"12.843238,80.153767",744506,A5,LORA,-98,9.25,5640
"12.843238,80.153767",744631,A3,LORA,-101,6.25,4705
"12.843238,80.153767",744723,A1,LORA,-105,3.25,6433
"12.843238,80.153767",745005,A5,LORA,-98,8.50,5641
"12.843238,80.153767",745131,A3,LORA,-107,1.75,4706
"12.843238,80.153767",745224,A1,LORA,-95,9.75,6434
"12.843238,80.153767",745505,A5,LORA,-108,1.25,5642
"12.843238,80.153767",745631,A3,LORA,-105,3.75,4707
"12.843238,80.153767",745723,A1,LORA,-98,8.00,6435
"12.843238,80.153767",745829,A5,BLE,-92,0,14107
"12.843238,80.153767",746005,A5,LORA,-105,3.50,5643
"12.843238,80.153767",746133,A3,LORA,-102,5.50,4708
"12.843238,80.153767",746225,A1,LORA,-100,7.50,6436
"12.843238,80.153767",746245,A1,BLE,-94,0,16090
"12.843238,80.153767",746507,A5,LORA,-106,2.50,5644
"12.843238,80.153767",746632,A3,LORA,-102,5.50,4709
"12.843238,80.153767",746724,A1,LORA,-106,2.50,6437
"12.843238,80.153767",747006,A5,LORA,-103,5.00,5645
"12.843238,80.153767",747132,A3,LORA,-105,3.00,4710
"12.843238,80.153767",747224,A1,LORA,-121,-12.75,6438
"12.843238,80.153767",747506,A5,LORA,-103,5.00,5646
"12.843238,80.153767",747632,A3,LORA,-115,-7.00,4711
"12.843238,80.153767",747724,A1,LORA,-112,-4.00,6439
"12.843238,80.153767",748006,A5,LORA,-100,7.00,5647
"12.843238,80.153767",748134,A3,LORA,-109,0.25,4712
"12.843238,80.153767",748226,A1,LORA,-105,2.75,6440
"12.843238,80.153767",748488,A1,WIFI,-89,0,6
"12.843238,80.153767",748508,A5,LORA,-97,9.25,5648
"12.843238,80.153767",748633,A3,LORA,-114,-4.25,4713
"12.843238,80.153767",748725,A1,LORA,-110,-1.00,6441
"12.843238,80.153767",749007,A5,LORA,-96,10.00,5649
"12.843238,80.153767",749133,A3,LORA,-111,-0.75,4714
"12.843238,80.153767",749225,A1,LORA,-111,-2.75,6442
"12.843238,80.153767",749507,A5,LORA,-95,11.25,5650
"12.843238,80.153767",749633,A3,LORA,-109,0.50,4715
"12.843238,80.153767",749725,A1,LORA,-111,-2.25,6443
"12.843238,80.153767",750007,A5,LORA,-94,10.50,5651
"12.843238,80.153767",750135,A3,LORA,-109,0.00,4716
"12.843238,80.153767",750227,A1,LORA,-103,4.50,6444
"12.843238,80.153767",750509,A5,LORA,-97,9.50,5652
"12.843238,80.153767",750634,A3,LORA,-113,-4.25,4717
"12.843238,80.153767",750726,A1,LORA,-102,6.25,6445
"12.843238,80.153767",751008,A5,LORA,-96,9.25,5653
"12.843238,80.153767",751134,A3,LORA,-113,-5.00,4718
"12.843238,80.153767",751226,A1,LORA,-101,6.50,6446
"12.843194,80.153827",761513,A5,LORA,-115,-7.50,5674
"12.843194,80.153827",761639,A3,LORA,-100,7.75,4739
"12.843194,80.153827",761731,A1,LORA,-107,2.00,6467
"12.843194,80.153827",762013,A5,LORA,-106,3.50,5675
"12.843194,80.153827",762141,A3,LORA,-101,8.50,4740
"12.843194,80.153827",762233,A1,LORA,-104,5.25,6468
"12.843194,80.153827",762515,A5,LORA,-102,6.50,5676
"12.843194,80.153827",762640,A3,LORA,-104,4.75,4741
"12.843194,80.153827",762732,A1,LORA,-98,9.00,6469
"12.843194,80.153827",763014,A5,LORA,-95,10.50,5677
"12.843194,80.153827",763110,A1,WIFI,-88,0,6
"12.843194,80.153827",763140,A3,LORA,-103,5.25,4742
"12.843194,80.153827",763232,A1,LORA,-101,7.25,6470
"12.843194,80.153827",763514,A5,LORA,-93,10.50,5678
"12.843194,80.153827",763640,A3,LORA,-99,8.25,4743
"12.843194,80.153827",763671,A5,BLE,-93,0,14196
"12.843194,80.153827",763732,A1,LORA,-97,9.50,6471
"12.843194,80.153827",764014,A5,LORA,-99,8.00,5679
"12.843194,80.153827",764142,A3,LORA,-103,6.00,4744
"12.843194,80.153827",764234,A1,LORA,-97,9.75,6472
"12.843194,80.153827",764516,A5,LORA,-114,-5.00,5680
"12.843194,80.153827",764641,A3,LORA,-109,-0.75,4745
"12.843194,80.153827",764733,A1,LORA,-99,7.25,6473
"12.843194,80.153827",765015,A5,LORA,-103,5.00,5681
"12.843194,80.153827",765141,A3,LORA,-115,-5.00,4746
"12.843194,80.153827",765233,A1,LORA,-98,8.25,6474
"12.843194,80.153827",765515,A5,LORA,-96,9.50,5682
"12.843194,80.153827",765641,A3,LORA,-111,-1.25,4747
"12.843194,80.153827",765733,A1,LORA,-105,3.75,6475
"12.843194,80.153827",766015,A5,LORA,-97,9.50,5683
"12.843194,80.153827",766143,A3,LORA,-109,0.00,4748
"12.843194,80.153827",766235,A1,LORA,-96,10.00,6476
"12.843194,80.153827",766517,A5,LORA,-100,6.75,5684
"12.843194,80.153827",766540,A5,BLE,-93,0,14210
"12.843194,80.153827",766642,A3,LORA,-100,6.50,4749
"12.843194,80.153827",766734,A1,LORA,-101,6.00,6477
"12.843194,80.153827",767016,A5,LORA,-96,8.75,5685
"12.843194,80.153827",767142,A3,LORA,-103,4.00,4750
"12.843194,80.153827",767234,A1,LORA,-103,4.25,6478
"12.843194,80.153827",767516,A5,LORA,-98,8.50,5686
"12.843194,80.153827",767642,A3,LORA,-105,2.50,4751
"12.843194,80.153827",768016,A5,LORA,-104,5.00,5687
"12.843194,80.153827",768144,A3,LORA,-105,5.00,4752
"12.843194,80.153827",768236,A1,LORA,-102,7.00,6480
"12.843194,80.153827",768518,A5,LORA,-100,7.75,5688
"12.843194,80.153827",768643,A3,LORA,-111,-1.75,4753
"12.843194,80.153827",768735,A1,LORA,-105,3.75,6481
"12.843194,80.153827",769017,A5,LORA,-91,11.00,5689
"12.843194,80.153827",769143,A3,LORA,-101,7.00,4754
"12.843194,80.153827",769235,A1,LORA,-113,-4.00,6482
"12.843194,80.153827",769517,A5,LORA,-92,9.50,5690
"12.843194,80.153827",769643,A3,LORA,-100,6.50,4755
"12.843194,80.153827",769735,A1,LORA,-103,3.50,6483
"12.843194,80.153827",770017,A5,LORA,-92,10.75,5691
"12.843194,80.153827",770145,A3,LORA,-103,3.00,4756
"12.843194,80.153827",770185,A3,BLE,-96,0,11890
"12.843194,80.153827",770203,A5,BLE,-91,0,14228
"12.843194,80.153827",770237,A1,LORA,-101,5.25,6484
"12.843194,80.153827",770519,A5,LORA,-95,9.75,5692
"12.843194,80.153827",770644,A3,LORA,-101,6.00,4757
"12.843194,80.153827",770736,A1,LORA,-101,5.75,6485
"12.843194,80.153827",771018,A5,LORA,-101,5.75,5693
"12.843194,80.153827",771144,A3,LORA,-98,8.00,4758
"12.843194,80.153827",771237,A1,LORA,-101,5.00,6486
"12.843194,80.153827",771518,A5,LORA,-105,2.00,5694
"12.843194,80.153827",771644,A3,LORA,-105,2.50,4759
"12.843194,80.153827",771736,A1,LORA,-99,6.75,6487
"12.843194,80.153827",772018,A5,LORA,-107,0.25,5695
"12.843194,80.153827",772238,A1,LORA,-101,6.25,6488
"12.843194,80.153827",772520,A5,LORA,-93,10.50,5696
"12.843194,80.153827",772645,A3,LORA,-105,3.00,4761
"12.843194,80.153827",772737,A1,LORA,-105,3.50,6489
"12.843194,80.153827",773019,A5,LORA,-91,11.50,5697
"12.843194,80.153827",773145,A3,LORA,-99,8.50,4762
"12.843194,80.153827",773237,A1,LORA,-97,9.75,6490
"12.843194,80.153827",773519,A5,LORA,-96,10.50,5698
"12.843194,80.153827",773645,A3,LORA,-99,8.75,4763
"12.843194,80.153827",773737,A1,LORA,-99,8.75,6491
"12.843194,80.153827",774019,A5,LORA,-102,5.75,5699
"12.843194,80.153827",774147,A3,LORA,-111,-2.75,4764
"12.843194,80.153827",774239,A1,LORA,-100,7.50,6492
"12.843194,80.153827",774491,A5,WIFI,-89,0,6
"12.843194,80.153827",774521,A5,LORA,-106,1.50,5700
"12.843194,80.153827",774646,A3,LORA,-108,-0.25,4765
"12.843194,80.153827",774738,A1,LORA,-105,2.50,6493
"12.843194,80.153827",775020,A5,LORA,-111,-3.25,5701
"12.843194,80.153827",775146,A3,LORA,-112,-3.75,4766
"12.843194,80.153827",775238,A1,LORA,-100,6.25,6494
"12.843194,80.153827",775520,A5,LORA,-101,5.50,5702
"12.843194,80.153827",775646,A3,LORA,-112,-4.50,4767
"12.843194,80.153827",775738,A1,LORA,-103,4.50,6495
"12.843194,80.153827",776020,A5,LORA,-97,8.50,5703
"12.843194,80.153827",776148,A3,LORA,-106,2.00,4768
"12.843194,80.153827",776240,A1,LORA,-107,0.75,6496
"12.843211,80.153846",786527,A5,LORA,-100,5.25,5724
"12.843211,80.153846",786652,A3,LORA,-106,1.75,4789
"12.843211,80.153846",786744,A1,LORA,-98,9.00,6517
"12.843211,80.153846",787026,A5,LORA,-111,-3.50,5725
"12.843211,80.153846",787152,A3,LORA,-106,0.25,4790
"12.843211,80.153846",787244,A1,LORA,-100,6.50,6518
"12.843211,80.153846",787526,A5,LORA,-99,7.75,5726
"12.843211,80.153846",787652,A3,LORA,-114,-6.50,4791
"12.843211,80.153846",787744,A1,LORA,-112,-5.00,6519
"12.843211,80.153846",788026,A5,LORA,-99,7.50,5727
"12.843211,80.153846",788154,A3,LORA,-110,-1.25,4792
"12.843211,80.153846",788246,A1,LORA,-109,0.50,6520
"12.843211,80.153846",788528,A5,LORA,-92,12.00,5728
"12.843211,80.153846",788653,A3,LORA,-104,4.50,4793
"12.843211,80.153846",788745,A1,LORA,-100,6.75,6521
"12.843211,80.153846",789027,A5,LORA,-92,11.50,5729
"12.843211,80.153846",789111,A3,WIFI,-91,0,6
"12.843211,80.153846",789153,A3,LORA,-108,2.25,4794
"12.843211,80.153846",789245,A1,LORA,-101,8.25,6522
"12.843211,80.153846",789527,A5,LORA,-100,8.25,5730
"12.843211,80.153846",789653,A3,LORA,-104,6.00,4795
"12.843211,80.153846",789745,A1,LORA,-103,6.75,6523
"12.843211,80.153846",790027,A5,LORA,-96,9.50,5731
"12.843211,80.153846",790155,A3,LORA,-111,-0.50,4796
"12.843211,80.153846",790247,A1,LORA,-104,5.75,6524
"12.843211,80.153846",790529,A5,LORA,-98,9.75,5732
"12.843211,80.153846",790654,A3,LORA,-110,-0.25,4797
"12.843211,80.153846",790746,A1,LORA,-108,1.25,6525
"12.843211,80.153846",791028,A5,LORA,-102,6.75,5733
"12.843211,80.153846",791154,A3,LORA,-109,1.00,4798
"12.843211,80.153846",791246,A1,LORA,-106,3.25,6526
"12.843211,80.153846",791528,A5,LORA,-100,8.25,5734
"12.843211,80.153846",791654,A3,LORA,-106,3.50,4799
"12.843211,80.153846",791746,A1,LORA,-99,8.50,6527
"12.843211,80.153846",792028,A5,LORA,-97,10.00,5735
"12.843211,80.153846",792122,A5,BLE,-91,0,14338
"12.843211,80.153846",792156,A3,LORA,-115,-5.00,4800
"12.843211,80.153846",792248,A1,LORA,-108,1.75,6528
"12.843211,80.153846",792359,A5,WIFI,-92,0,6
"12.843211,80.153846",792530,A5,LORA,-94,11.00,5736
"12.843211,80.153846",792655,A3,LORA,-118,-9.25,4801
"12.843211,80.153846",792747,A1,LORA,-99,7.75,6529
"12.843211,80.153846",793029,A5,LORA,-98,8.25,5737
"12.843211,80.153846",793155,A3,LORA,-107,2.25,4802
"12.843211,80.153846",793247,A1,LORA,-103,5.25,6530
"12.843211,80.153846",793529,A5,LORA,-93,10.50,5738
"12.843211,80.153846",793655,A3,LORA,-114,-5.25,4803
"12.843211,80.153846",793747,A1,LORA,-98,8.75,6531
"12.843211,80.153846",794029,A5,LORA,-91,11.25,5739
"12.843211,80.153846",794157,A3,LORA,-113,-4.25,4804
"12.843211,80.153846",794249,A1,LORA,-104,5.00,6532
"12.843211,80.153846",794531,A5,LORA,-97,9.50,5740
"12.843211,80.153846",794655,A3,LORA,-111,-3.00,4805
"12.843211,80.153846",794748,A1,LORA,-100,7.75,6533
"12.843211,80.153846",795030,A5,LORA,-98,8.75,5741
"12.843211,80.153846",795156,A3,LORA,-115,-6.50,4806
"12.843211,80.153846",795204,A5,BLE,-93,0,14353
"12.843211,80.153846",795248,A1,LORA,-97,9.25,6534
"12.843211,80.153846",795433,A1,BLE,-97,0,16336
"12.843211,80.153846",795610,A5,BLE,-91,0,14355
"12.843211,80.153846",795656,A3,LORA,-116,-6.00,4807
"12.843211,80.153846",795748,A1,LORA,-101,8.25,6535
"12.843211,80.153846",795962,A3,BLE,-93,0,12019
"12.843211,80.153846",796030,A5,LORA,-98,8.50,5743
"12.843211,80.153846",796158,A3,LORA,-111,-0.75,4808
"12.843211,80.153846",796250,A1,LORA,-103,6.50,6536
"12.843211,80.153846",796532,A5,LORA,-101,8.25,5744
"12.843211,80.153846",796656,A3,LORA,-111,-0.75,4809
"12.843211,80.153846",796749,A1,LORA,-107,3.25,6537
"12.843211,80.153846",797031,A5,LORA,-95,11.50,5745
"12.843211,80.153846",797157,A3,LORA,-111,-1.75,4810
"12.843211,80.153846",797249,A1,LORA,-104,5.50,6538
"12.843211,80.153846",797531,A5,LORA,-96,10.50,5746
"12.843211,80.153846",797657,A3,LORA,-110,0.00,4811
"12.843211,80.153846",797749,A1,LORA,-102,7.00,6539
"12.843211,80.153846",798031,A5,LORA,-95,10.75,5747
"12.843211,80.153846",798160,A3,LORA,-120,-9.75,4812
"12.843211,80.153846",798251,A1,LORA,-101,8.25,6540
"12.843211,80.153846",798533,A5,LORA,-98,10.00,5748
"12.843211,80.153846",798658,A3,LORA,-107,2.75,4813
"12.843211,80.153846",798699,A5,BLE,-93,0,14371
"12.843211,80.153846",798750,A1,LORA,-99,8.00,6541
"12.843211,80.153846",799032,A5,LORA,-100,8.50,5749
"12.843211,80.153846",799158,A3,LORA,-106,3.50,4814
"12.843211,80.153846",799250,A1,LORA,-106,4.00,6542
"12.843211,80.153846",799658,A3,LORA,-111,-1.25,4815
"12.843211,80.153846",799750,A1,LORA,-99,8.25,6543
"12.843211,80.153846",800032,A5,LORA,-112,-1.50,5751
"12.843211,80.153846",800160,A3,LORA,-109,0.75,4816
"12.843211,80.153846",800252,A1,LORA,-100,8.25,6544
"12.843211,80.153846",800477,A5,WIFI,-88,0,6
"12.843211,80.153846",800534,A5,LORA,-110,-0.25,5752
"12.843211,80.153846",800659,A3,LORA,-107,2.75,4817
"12.843211,80.153846",800747,A5,BLE,-95,0,14381
"12.843211,80.153846",800751,A1,LORA,-100,8.25,6545
"12.843211,80.153846",801033,A5,LORA,-102,6.25,5753
"12.843211,80.153846",801159,A3,LORA,-106,3.25,4818
"12.843211,80.153846",801251,A1,LORA,-101,8.00,6546
"12.843125,80.153846",811756,A1,LORA,-97,9.00,6567
"12.843125,80.153846",811843,A5,WIFI,-89,0,6
"12.843125,80.153846",812038,A5,LORA,-93,10.75,5775
"12.843125,80.153846",812166,A3,LORA,-106,3.00,4840
"12.843125,80.153846",812258,A1,LORA,-96,10.00,6568
"12.843125,80.153846",812540,A5,LORA,-93,10.50,5776
"12.843125,80.153846",812665,A3,LORA,-105,3.75,4841
"12.843125,80.153846",812757,A1,LORA,-99,8.25,6569
"12.843125,80.153846",812825,A5,BLE,-93,0,14441
"12.843125,80.153846",813039,A5,LORA,-96,10.00,5777
"12.843125,80.153846",813257,A1,LORA,-100,7.75,6570
"12.843125,80.153846",813466,A5,WIFI,-88,0,6
"12.843125,80.153846",813539,A5,LORA,-101,7.50,5778
"12.843125,80.153846",813664,A3,LORA,-105,4.25,4843
"12.843125,80.153846",813757,A1,LORA,-109,1.00,6571
"12.843125,80.153846",813965,A4,LORA,-115,-6.00,4130
"12.843125,80.153846",814039,A5,LORA,-100,7.75,5779
"12.843125,80.153846",814167,A3,LORA,-99,8.00,4844
"12.843125,80.153846",814259,A1,LORA,-102,6.25,6572
"12.843125,80.153846",814459,A1,BLE,-95,0,16431
"12.843125,80.153846",814541,A5,LORA,-92,11.25,5780
"12.843125,80.153846",814665,A3,LORA,-111,-1.75,4845
"12.843125,80.153846",814758,A1,LORA,-107,2.25,6573
"12.843125,80.153846",815041,A5,LORA,-86,13.25,5781
"12.843125,80.153846",815166,A3,LORA,-107,2.75,4846
"12.843125,80.153846",815258,A1,LORA,-106,2.75,6574
"12.843125,80.153846",815465,A4,LORA,-114,-6.25,4133
"12.843125,80.153846",815541,A5,LORA,-90,11.00,5782
"12.843125,80.153846",815666,A3,LORA,-106,3.50,4847
"12.843125,80.153846",815666,A3,BLE,-96,0,12117
"12.843125,80.153846",815758,A1,LORA,-97,9.75,6575
"12.843125,80.153846",816041,A5,LORA,-96,10.00,5783
"12.843125,80.153846",816168,A3,LORA,-115,-6.00,4848
"12.843125,80.153846",816260,A1,LORA,-98,8.50,6576
"12.843125,80.153846",816305,A5,BLE,-90,0,14459
"12.843125,80.153846",816542,A5,LORA,-98,9.50,5784
"12.843125,80.153846",816666,A3,LORA,-109,0.50,4849
"12.843125,80.153846",816715,A5,BLE,-94,0,14461
"12.843125,80.153846",816759,A1,LORA,-97,9.50,6577
"12.843125,80.153846",817041,A5,LORA,-101,7.50,5785
"12.843125,80.153846",817167,A3,LORA,-105,4.50,4850
